미인,이럴거면,유혹의 소나타,미워요,잔소리,Love Love Love,안녕,흰눈,추억은 사랑을 닮아,사랑…후에,So Hot,하루 하루,Love,Nobody,서커스,마지막인사,사랑과 전쟁,U-Go-Girl,천국,가지마 가지마,Gee,I Don't Care,Abracadabra,HeartBreaker,Again&Again,심장이 없어,사랑비,Fire,쏘리 쏘리,Lollipop,Bad Girl Good Girl,잔소리,죽을 만큼 아파서,못해,죽어도 못 보내,Oh!,2 Different Tears,너 때문에 미쳐,밥만 잘 먹더라,Go Away,Roly-Poly,바람났어,내가 제일 잘 나가,비가 오는 날엔,TV를 껐네…,So Cool,UGLY,좋은 날,살다가 한번쯤,안녕이라고 말하지마,강남스타일,나혼자,벚꽃 엔딩,Loving U,FANTASTIC BABY,I Love  You,정말로 사랑한다면,Heaven,하루 끝,첫사랑,자니,눈물,NoNoNo,눈물샤워,물음표,Give It To Me,이름이 뭐예요?,모노드라마,My Love,있다 없으니까,썸,야생화,눈. 코. 입,금요일에 만나요,한여름밤의 꿀,봄 사랑 벚꽃 말고,Mr.Chu,너의 의미,Something,200%,뱅뱅뱅,같은 시간 속의 너,꺼내 먹어요,이럴거면 그러지말지,위잉위잉,LOSER,BAE BAE,그냥,양화대교,우연히 봄
22,29.5,21,26,25.5,16,18.5,,25.5,28,20,19.5,23,26.5,14,23,24.5,18,25,24.5,16,24.5,28,14,21.5,21.5,21,25,19,16,25,22.5,18.5,21,24,25,14,21.5,24.5,24.5,18,14,21,21.5,17,16,21,27,,28,20,26,22,23,15,26.5,19.5,27,28,21,18.5,17.5,27,18,18.5,24,16,24.5,22.5,26.5,23,24,23,27,28,14,26,,19,28.5,24,,,15.5,18.5,25,24,,17.5,22
18,28,21,27,25,16,15.5,,25.5,29.5,20,18.5,23,26.5,14,24.5,24.5,18,21,24.5,14.5,25.5,28,15.5,22.5,21.5,22.5,23,19,20,24.5,28.5,18.5,19.5,24,26,14,21.5,23,21.5,18,14,21.5,21.5,17,17.5,18.5,26,,26.5,20,27,22,23,12,25,19.5,29,24,22,18.5,17.5,26,18,17.5,24,19,24.5,24,28,22,21.5,22,26,26.5,14,26,,20,25.5,22.5,,,17.5,18,19.5,23,,21.5,22
23,28,19,27,24,16,14,,21.5,28,20,17.5,28,26.5,14,25.5,25.5,17,21,24.5,14.5,25.5,28,15.5,21.5,21.5,22.5,26,19,19,25.5,28.5,18.5,19.5,25,26,14,21.5,22,24.5,21,14,21,21.5,17,17.5,18.5,26,,26.5,20,25,21.5,23,19,25,22,27,24,23,18.5,17.5,25,18,18.5,24,17.5,24.5,24.5,26.5,21.5,22.5,25,27,26.5,14,26,,21.5,24,24,,,17.5,17,24,24,,20,22
24,25.5,16,27,22.5,16,15.5,,21.5,26.5,20,21.5,28,25.5,14,24.5,26,18,22,24.5,16,25.5,28,14,22.5,20,21,27,19,18,24.5,28.5,20,26.5,24,26,14,21.5,22,25.5,21,14,21.5,22.5,17,17.5,18.5,26,,25,20,26,22,24.5,17,25,22,26,25,25,18.5,17.5,25,17,18.5,24,16,23,24.5,28,20,21.5,21,28.5,26.5,14,27,,21.5,21.5,25,,,17.5,18,24,23,,19.5,22
22,25.5,19,26,22.5,16,17,,21.5,25.5,20,22.5,28,24.5,14,23,27,18,21,24,17.5,25.5,28,17,24,21.5,22.5,26,19,17.5,26.5,28.5,20,26.5,22.5,26.5,14,21.5,20,24.5,20,14,21,21.5,17,19,18.5,27,,26.5,20,26,22,26,18,22.5,22,25,26,21,18.5,17.5,25,18,17.5,24,17.5,24.5,24,25.5,21.5,24,21,26,26.5,14,28.5,,22,25.5,25,,,17.5,19,22.5,24,,18.5,22
18,24,19,25.5,24,16,17,,22.5,29.5,20,22.5,28,24,14,25.5,26,18,23,22.5,16,24.5,28,18,24,21.5,21,29,19,16,26.5,28,20,26.5,22.5,26.5,14,21.5,23,27,21,14,22,20,17,19,21.5,28.5,,26.5,20,26,23,27,19,24,22.5,27,26,22,18.5,17.5,23,19,18.5,24,16,25,,29.5,20,24,22,27,25.5,14,28.5,,21.5,25.5,24,,,19.5,18,25,19,,19.5,22
22,25,19,26,25,16,17,,23,28,20,21.5,27,24,14,25.5,26,17,22,21.5,14.5,23,26,17,22.5,21.5,22.5,27,19,16,26.5,28,20,25.5,,28,14,21.5,23,26.5,23,14,22.5,19.5,17,18.5,21,28.5,,29,20,26,23,28.5,17,24,22,26,25,23,18.5,17.5,25,19,18.5,24,16,26,,29.5,21.5,24,22,30,26.5,14,27,,22,25.5,22.5,,,17.5,19,22.5,21,,18.5,22
21,24,19,25.5,25.5,16,17,,26,28.5,20,21.5,27,22.5,14,23,24.5,18,22,21.5,16,23,25,15.5,21.5,21.5,25,27,23,14,25.5,28,20,25.5,,28,14,21.5,22,25.5,22,14,21,20,17,17.5,18.5,27,,29,20,26,19,27,15,22.5,22,27,29,23,18.5,17.5,23,19,21.5,24,16,26,,29.5,19,24,21,28.5,28,14,27,,21.5,25.5,24,,,17.5,18,21,22,,18.5,22
,22.5,16,24.5,25,16,18,,25.5,28.5,20,19.5,27,22.5,14,23,25.5,18,22,25.5,16,21.5,25,15.5,22.5,20,25,20,22,14,24.5,28,20,25.5,,28,14,24.5,23,24.5,21,14,21,18.5,17,19,18.5,26,,28,20,25,19,27,15,26.5,22,27,28,22,18.5,17.5,25,19,21.5,24,16,27,,29.5,19,24.5,21,26,28.5,14,30,,24.5,25.5,25,,,17.5,19,21,21,,17.5,22
,25,20,24.5,24,16,18.5,,23,28.5,20,18.5,27,24,14,21.5,24.5,18,23,31.5,16,23,26,17,21.5,21.5,25,23,21.5,14,26.5,28,20,25,,25,14,21.5,22,24.5,20,14,21,22.5,17,19,18.5,26,,26.5,20,23,19,26,15,19.5,22,27,28,21,18.5,17.5,27,19,19.5,24,15,22,,29.5,19,24,21,30,28,14,31.5,,21.5,25.5,25,,,17.5,21,22.5,21,,18.5,22
,25.5,20,25.5,22.5,16,19.5,,23,28,20,17.5,27,22.5,14,25.5,24,18,22,32.5,16,23,25,18,18.5,21.5,24,23,20,14,26.5,28,19.5,25,,25,14,21.5,23,24.5,16,14,21,21.5,17,18.5,18.5,26,,25,20,26,19,26,15,19.5,22,27,26,22,18.5,17.5,26,19,19.5,24,16,24,,25.5,24.5,24,22,28.5,26.5,14,25,,19,28.5,24,,,17.5,19,22.5,22,,18.5,22
,26.5,27,24.5,22.5,16,18,,20,26.5,20,18.5,26,25.5,14,24.5,21.5,18,21,25.5,16,23,24.5,18,19.5,21.5,22.5,23,20,14,26.5,28,19.5,25.5,,25,14,21.5,22,27,18,14,21,20,17,17.5,17,24.5,,26.5,20,26,20,23,12,19.5,22.5,27,26.5,23,18.5,17.5,26,21.5,17.5,24,15,25,,28,23,22,23,26,25.5,14,26,,21.5,25.5,18,,,15.5,21,22.5,22,,17.5,22
,28,27,,19.5,16,12.5,,23,26.5,20,17.5,26,24.5,14,23,22.5,19.5,19,25.5,16,21.5,25,18,24,20,25,23,20,14,25.5,25.5,22.5,25,,24,14,21.5,24.5,26.5,19,14,21,20,17,16,17,24.5,,29,20,26,21.5,28.5,15,21,22,27,28,25,18.5,17.5,25,21.5,18.5,24,19,25,,26.5,23,22,21,30,25.5,14,27,,20,24,22,,,17.5,19,22.5,24,,18.5,22
,28.5,17,,19.5,16,11.5,,22.5,31,20,18.5,26,24,14,25.5,23,18,21,24.5,20,23,25,18,24,21.5,25,23,20,14,24.5,26.5,19.5,24,,24,14,21.5,23,27,19,14,21,25.5,17,16,17,27,,29,20,26,26,30,15,22,21,28,28,21,18.5,17.5,26,21.5,17.5,24,16,24.5,,28,23,19.5,22,29,18.5,14,27,,21.5,21.5,22,,,17.5,19,22.5,22,,17.5,22
,28,21,,22.5,16,11,,22.5,28,20,17.5,26,25.5,14,24.5,21.5,19.5,21,25.5,16,24.5,25,17,22.5,23,25,23,19,14,25.5,26.5,19.5,22.5,,24,14,21.5,24.5,28.5,16,14,21.5,24.5,17,16,18.5,26,,28,20,26,18.5,28.5,15,22.5,21,27,28,22,18.5,17.5,26,21.5,18.5,24,16,25,,26.5,22,19.5,20,28.5,18.5,14,26,,20,25.5,22,,,19.5,19,22.5,22,,18.5,22
,26.5,21,,22.5,16,11.5,,23,26.5,22.5,18.5,26,22.5,14,24.5,21.5,17,22,26.5,17.5,23,25,19.5,21.5,23,24,23,17.5,14,25.5,25,18.5,24,,24,14,21.5,23,26.5,18,14,21,22.5,17,17.5,17,27,,28,20,25,18.5,27,15,24,22,26,28,21,18.5,17.5,26,19,17.5,24,16,25,,28,23,18.5,20,26,18.5,14,25,,19,21.5,19.5,,,19.5,25.5,22.5,22,,18.5,22
,25.5,21,,,16,11,,23,26.5,20,19.5,25.5,21.5,14,23,22.5,17,21,22.5,13,23,25,17,22.5,23,22.5,23,17.5,14,25.5,25.5,18.5,24,,24,14,21.5,22,26.5,16,14,21.5,21.5,17,19,18.5,26,,26.5,20,23,18.5,26,12,25,21,26,23,23,18.5,17.5,28,19,17.5,24,15,24.5,,26.5,22,17,21,26,18.5,14,25,,20,25.5,18,,,19.5,25,22.5,24,,18,22
,25.5,20,,,16,11.5,,22.5,25.5,21.5,20,25.5,21.5,14,24.5,23,17,23,24.5,13,23,25,18,21.5,20,25,25,17.5,14,25.5,26.5,18.5,25,,24,14,21.5,25,26.5,18,19.5,,20,17,19,18.5,27,,28,20,26,18.5,26,15,19.5,19,27,21,22,18.5,17.5,27,19,17.5,22,13,25,,25.5,27,18.5,21,23,18.5,14,26,,19,25.5,17,,,17.5,24,22.5,26,,21.5,22
,26.5,16,,,16,17,,23,26.5,21.5,19.5,25.5,22.5,14,23,22.5,18,25,22.5,13,24.5,25,17,22.5,21.5,25,24.5,21.5,14,24.5,26.5,18.5,24,,24,14,21,25,26.5,19,19.5,,21.5,17,19,18.5,26,,26.5,20,26,18.5,23,15,19.5,19.5,26,21,21,18.5,17.5,23,18,17.5,24,16,24.5,,28,27,19.5,21,23,18.5,14,27,,20,25.5,18,,,27,25.5,22.5,25,,20,22
,25.5,18,,,16,15.5,,25.5,25.5,21.5,17.5,26,21.5,14,24.5,23,19,25,22.5,13,23,25,15.5,21.5,21.5,25,23,21.5,14,24.5,26.5,18.5,24,,24,14,21,24,26.5,19,19.5,,21.5,17,17.5,18.5,27,,25,20,26,19,23,15,19.5,22,27,21.5,,18.5,17.5,25,19,17,24,15,24.5,,26.5,26,19.5,21,23,18.5,14,27,,20,25.5,21,,,27,25,22.5,25,,19.5,22
,26.5,18,,,16,17,,24.5,25,21.5,17.5,26,24.5,14,23,25.5,18,22,24,13,23,25,18,19.5,20,25,23,23,14,24.5,26.5,18.5,24,,25,14,24,24,28.5,18,18,,21.5,17,19,18.5,28.5,,26,20,25,20,28.5,15,21,22,26,21,,18.5,17.5,23,19,17.5,24,15,24.5,,28,26,26.5,25,26,18.5,14,26,,21.5,26.5,17,,,26,24,24,22,,19.5,22
,25.5,17,,,16,18,,23,24,22.5,18.5,28,24.5,14,24.5,26,17,22,24.5,13,23,25,18.5,21,20,25.5,23,22,14,25.5,28.5,17.5,25,,25,14,21.5,22.5,29.5,21,19,,22.5,17,20,21,28.5,,26.5,20,26,25.5,28.5,12,22,22,27,21.5,,18.5,17.5,25,18,17.5,24,17.5,23,,26.5,24.5,25.5,24,25.5,18.5,14,25,,21.5,24,18.5,,,27,25.5,22,24,,21.5,22
,26.5,16,,,16,18.5,,22.5,23,21.5,17.5,28,22.5,14,23,25.5,17,22,24,14.5,24.5,25,18,24,21.5,25,20,21.5,14,25.5,28.5,17.5,25.5,,25,14,22.5,25,25.5,21,19,,21.5,17,17.5,18.5,26,,25,20,25,19,28.5,19,22.5,22.5,26,28,,18.5,17.5,23,19,18.5,24,17.5,22.5,,28,23,24,23,23,18.5,14,25,,22,25.5,21,,,30,24,22.5,22,,20,22
,28,15,,,16,18,,22.5,24,20,18.5,28,24.5,14,24.5,24.5,18,22,22.5,16,25.5,25,15.5,22.5,20,26.5,23,17.5,14,25.5,28.5,20,26.5,,25,14,24,25,25.5,20,19,,18.5,17,17.5,18,28.5,,26.5,20,23,19,28.5,19,24,22,27,26.5,,18.5,17.5,25,19,18.5,24,15,19,,26.5,22,22.5,24,23,18.5,14,26,,21.5,25.5,21,,,27,25,24,22,,19.5,22
,28.5,17,,,16,18.5,,23,24,20,17.5,28,22.5,14,23,23,17,22,21.5,17.5,25.5,25,17,21.5,21.5,25.5,23,17.5,14,26.5,28.5,18.5,24,,12,14,24,22.5,25.5,21,19.5,,19.5,17,16,18.5,29,,29,20,26,19,30,19,25,19.5,29,26,,18.5,17.5,30,19,17.5,24,15,20,,25.5,22,21.5,23,28.5,18.5,14,27,,19,25.5,21,,,26,24,19.5,22,,18.5,22
,28,17,,,16,19.5,,23,23,20,18.5,27,22.5,14,24.5,23,17,23,22.5,18.5,25.5,25,18,22.5,20,25,23,17.5,14,25.5,28,18.5,24,,12,14,22.5,22.5,25.5,18,19.5,,19.5,17,17.5,18,30,,29,20,26,19,31.5,19,22.5,21,30,25,,18.5,17.5,29,18,18.5,24,16,22,,26.5,24.5,21.5,21,27,18.5,14,27,,20,25.5,21,,,29,18.5,25,22,,19.5,22
,26.5,19,,,16,21,,22.5,24,20,17.5,27,24.5,14,23,22.5,17,24,24,16,25.5,25,18,22.5,21.5,25.5,23,19,14,24.5,28,18.5,25,,12,14,21.5,24,24.5,18,19.5,,19.5,17,17.5,18.5,30,,28,20,26,19,31.5,17,25,22,25,24,,18.5,17.5,25,19,17.5,24,16,23,,25.5,24.5,19.5,22,26,18.5,14,26,,19,25.5,17,,,29,18,19.5,25,,18.5,22
,25.5,19,,,16,21,,23,26.5,20,19.5,27,24.5,14,22.5,23,18,23,24,17.5,27,25,15.5,22.5,21.5,25,23,19,14,26.5,25.5,18.5,22,,12,14,21.5,25,25.5,21,19.5,,19.5,17,17.5,18.5,31.5,,28,20,25,20,30,18,25,22,25,25,,18.5,17.5,25,18,17.5,24,15,24.5,,25,26,26.5,21,26,18.5,14,25,,21.5,25.5,18.5,,,27,17,24,25,,18.5,22
,25.5,16,,,16,21.5,,22,28,21.5,19.5,27,22.5,14,23,21.5,18,23,22.5,18.5,23,26,15.5,22.5,20,22.5,23,20,14,24.5,25,18.5,22.5,,12,14,19.5,25,25.5,21,18,,23,17,17.5,18,26,,26.5,20,26,21.5,28.5,15,25,22,25,26,,18.5,17.5,25,18,17.5,24,15,23,,26.5,27,25.5,22,31.5,18.5,14,25,,19,25.5,21,,,27,18,24,23,,17.5,22
,25,16,,,16,21,,23,28.5,22.5,19.5,27,24.5,14,21.5,22.5,17,24,21.5,18.5,23,22,14,21.5,23,25,23,20,14,22.5,25.5,18.5,24,,12,14,18.5,25,28.5,20,21,,22.5,17,19,21,28.5,,28,22,27,24.5,24.5,15,22.5,22.5,25,26,,18.5,17.5,25,18,18.5,24,16,24.5,,25.5,27,24,23,31.5,18.5,14,28,,21.5,25.5,17,,,29,19,22.5,25,,18.5,22
,24,19,,,16,19.5,,24.5,28,22.5,24.5,27,25.5,14,22.5,23,21,25,22.5,18.5,23,22,15.5,22.5,20,25,23,19,14,19.5,25.5,18.5,22.5,,12,14,24,24,29.5,21,21,,21.5,17,19,19.5,27,,26.5,20,26,24.5,24.5,15,22.5,22,26,21,,18.5,17.5,25,18,18.5,24,16,23,,25,28,24,23,30,18.5,14,27,,20,26.5,18.5,,,28,18,25,22,,18.5,22
,22.5,20,,,16,18.5,,23,26.5,22.5,24.5,26,21.5,14,23,24.5,19.5,25,24,18.5,23,21,17,22.5,20,25,25,17.5,14,19.5,29.5,18.5,22,,12,24.5,24,24,25.5,23,19.5,,20,17,17.5,19,27,,,20,25,23,24.5,15,24,21,27,21.5,,18.5,17.5,25,18,18.5,24,15,21,,25.5,27,22.5,23,30,18.5,14,26,,19,24,21,,,27,19,25.5,22,,17.5,22
,26.5,15,,,16,17,,27,28,22.5,22.5,26,26.5,14,22.5,25.5,17,25,22.5,18.5,23,22,18,22.5,20,24,24.5,17.5,14,22.5,22.5,18.5,22.5,,12,24.5,22.5,24,24.5,22,19.5,,21.5,17,19,19.5,28.5,,,22,23,23,29,15,25,21,25,21,,18.5,17.5,24.5,18,19.5,24,16,22,,26.5,26,22,23,26,18.5,14,25,,20,25.5,21,,,26,18,21,24,,18.5,22
,25.5,22.5,,,16,15.5,,26,26.5,22.5,19.5,26,26.5,14,21.5,25.5,17,26,24,18.5,23,22,18,22.5,20,22.5,23,17.5,22,24.5,31,18.5,22.5,,12,26,22.5,25,22.5,21,17,,20,17,19,19,29,,,22,23,21.5,28.5,15,22.5,22,25,21.5,,18.5,17.5,24.5,18,18.5,24,15,23,,28,20,22.5,25,26,18.5,14,25,,19,25.5,21,,,25,19,22,22,,18.5,22
,,23,,,16,18.5,,26,26.5,22.5,21.5,26,26.5,14,21.5,28.5,17,25,19.5,18.5,24.5,22,15.5,22.5,20,25,23,17.5,22,26.5,24,18.5,22,,12,25.5,22.5,25,24.5,20,18,,17.5,17,18.5,19.5,28.5,,,20,23,21.5,26,15,22.5,22,25,26.5,,18.5,17.5,25,19,17.5,24,16,18,,26.5,22,24,23,24.5,18.5,14,23,,17.5,25.5,21,,,25,21,22.5,22,,22,22
,,22.5,,,16,18.5,,26,25.5,20,19.5,26,26.5,14,21.5,28.5,18,22,21.5,18.5,23,22,15.5,22.5,20,25,23,21.5,20,24.5,28,18.5,22.5,,12,24.5,21.5,24,24.5,20,19.5,,17.5,17,17.5,19.5,28.5,,,20,22,20,26,15,22.5,22,25,26.5,,18.5,17.5,26,19,17.5,26.5,15,23,,28,24.5,25,23,28.5,18.5,14,27,,17.5,25.5,24,,,25,19,22.5,22,,21,22
,,23,,,16,17,,21.5,,20,21.5,25.5,25.5,14,20,25.5,19,23,24,25.5,23,21,14,24,23,25,23,21.5,20,24.5,25.5,18.5,24,,22,24.5,19.5,22.5,22.5,19,18,,18.5,17,16,19.5,28.5,,,20,23,20,30,15,24,22,26,26,,18.5,17.5,25,19,17.5,25,15,23,,26.5,25,26.5,23,28.5,18.5,14,26,,17.5,25.5,24,,,25,18,22.5,24,,20,22
,,20,,,16,18,,22.5,,20,21.5,25.5,24.5,14,21.5,24.5,18,23,24.5,25.5,23,22,15.5,22.5,21.5,25.5,25,23,19,25.5,26.5,18,19.5,,22,26,22.5,22.5,24.5,16,19.5,,20,17,16,21.5,28.5,,,20,25,21.5,29,15,22,22,27,25,,18.5,17.5,26,19,18.5,26,16,24.5,,28,24.5,28,23,27,18.5,14,27,,21.5,25.5,24,,,26,19,22.5,26,,20,22
,,22,,,16,18.5,,23,,20,19.5,25.5,25.5,14,21.5,24.5,17,24,24,25.5,23,22,17,22.5,20,25,25,22,19,24.5,25,18.5,22.5,,24,26,22.5,21,24.5,19,19.5,,22.5,17,16,21,28.5,,,20,23,21.5,28.5,15,21,24,25,24,,18.5,17.5,26,19,18.5,26.5,16,23,,25.5,23,27,23,27,18.5,14,26,,20,25.5,24,,,27,18,22.5,25,,22,22
,,21,,,16,18.5,,26,,20,21.5,26,26.5,14,21.5,24.5,17,23,22.5,25.5,24.5,21,18,22.5,23,24,23,21.5,18,25.5,26.5,19.5,24,,26,25.5,19.5,24,24.5,16,19.5,,20,17,17.5,18.5,29,,,20,22,19,26,15,22,22,25,24,,18.5,17.5,26,19,18.5,26.5,15,22,,28,23,28,23,27,18.5,14,27,,14.5,25.5,25.5,,,26,15,22.5,25,,21,22
,,19,,,16,19.5,,25.5,,22.5,21.5,26,27,14,20,23,17,25,24,25.5,22.5,24,18,22.5,21.5,22.5,25,21.5,19,24.5,25,20,25,,22,24.5,22.5,25,25.5,21,18,,22.5,17,19,18.5,28.5,,,20,32,19,27,15,22.5,19.5,25,23,,18.5,17.5,26,18,19.5,25,16,22,,26.5,22,27,23,28.5,18.5,14,23,,19,25.5,24,,,27,25.5,22.5,22,,20,22
,,16,,,16,18.5,,24.5,,21.5,19.5,28,24.5,14,21.5,22.5,21,25,22.5,20,23,22,15.5,24,20,24,23,19,20,25.5,29,20,25,,21,24.5,21.5,24,22.5,19,19.5,,20,17,19,18.5,27,,,20,31.5,19,27,15,22.5,19,27,26,,18.5,17.5,26,19,18.5,26,17.5,22.5,,28,22,27,25.5,26.5,18.5,14,22,,16,24,24,,,28,25,24,24,,19,22
,,19,,,16,18,,23,,21.5,21.5,28,24.5,14,21.5,23,19.5,25,19.5,20,24.5,22,15.5,22.5,21.5,22.5,23,19,18,24.5,24,20,25,,22,24.5,19.5,22.5,24.5,18,12.5,,20,17,19,18.5,26,,,20,30,19,30,15,22,25,26,23,,18.5,17.5,26,19,17.5,26.5,15,20,,26.5,24.5,26,23,27,18.5,14,22,,18.5,21.5,24,,,27,24,24,22,,20,22
,,19,,,16,18.5,,23,,21.5,21.5,28,26.5,14,21.5,24.5,18,26,21,17.5,25.5,22,14,22.5,20,25,23,19,18,25.5,29.5,20,25,,23,24.5,21.5,22.5,24.5,21,12.5,,24.5,17,17.5,21.5,24.5,,,22,31.5,20,28.5,15,21,24,26,22,,18.5,17.5,26,19,17.5,26.5,15,20,,28,25,25,23,28.5,18.5,14,26,,17.5,25.5,21,,,26,25.5,22.5,22,,19,22
,,19,,,16,,,25.5,,21.5,19.5,28,26.5,14,20,24.5,18,25,22.5,17.5,25.5,21,18,22.5,20,25,25,19,18,28.5,25,20,25.5,,24,26,21.5,21,22.5,21,12.5,,23,17,20,21,28.5,,,20,32,21.5,30,15,22,19.5,27,22,,18.5,17.5,25.5,19,17.5,25,15,19,,25.5,24.5,25,23,28.5,18.5,14,25,,18.5,25.5,24,,,27,25,25,22,,19,22
,,19,,,16,,,24.5,,22.5,21.5,27,26.5,14,21.5,27,18,21,25.5,17.5,25.5,22,18,22.5,23,25,25,19,18,26.5,26.5,20,26.5,,24,25.5,21.5,24,27,20,12.5,,22.5,17,19,18.5,27,,,20,31.5,26,28.5,15,24,24,26,21,,18.5,17.5,25.5,18,18.5,26.5,16,18,,28,23,24,28,26,18.5,14,24.5,,19,25.5,24,,,27,24,25.5,22,,18,22
,,16,,,16,,,23,,21.5,19.5,27,26.5,14,21.5,24.5,21,21,25.5,17.5,25.5,22,18,22.5,21.5,25,23,19,18,24.5,25.5,19.5,26.5,,24,24.5,26.5,22.5,26.5,21,12.5,,23,17,21.5,18.5,26,,,22,30,18.5,30,15,25,22,26,24,,18.5,17.5,26,19,18.5,26.5,16,19,,26.5,23,23,27,24.5,18.5,14,25,,18.5,25.5,24,,,26,25.5,25,25,,19,22
,,20,,,16,,,21.5,,21.5,20,27,26.5,14,22.5,24,19.5,21,24.5,17.5,24.5,22,18,22.5,20,25.5,25,19,19,25.5,25.5,19.5,19.5,,25,24.5,21.5,24,26.5,18,12.5,,22.5,17,17.5,18.5,30,,,22,23,18.5,28.5,15,25,21,25,28,,18.5,17.5,27,21,18.5,26.5,15,20,,28,22,22,26,28.5,18.5,14,20,,17.5,25.5,24,,,27,24,24,25,,19,22
,,20,,,16,,,23,,22.5,21.5,27,25.5,14,23,24,18,22,24,17.5,23,21,18,22.5,21.5,25,20,19,20,24.5,25.5,19.5,22.5,,26,24.5,22.5,22.5,28.5,18,12.5,,21.5,17,17.5,18.5,30,,,20,27,18.5,23,15,25,21,26,28,,18.5,17.5,23,21,19.5,25,15,19,,26.5,21.5,20,25,26,18.5,14,21,,17.5,25.5,25.5,,,30,25,24,23,,18,22
,,20,,,16,,,21.5,,21.5,21.5,27,24.5,14,22.5,24.5,17,21,24.5,17.5,23,21,18,22.5,23,26.5,20,24.5,18,26.5,25,18.5,26.5,,24,26,22.5,24,28.5,21,12.5,,20,17,16,17,26,,,20,26,18.5,23,15,25,22,25,26.5,,18.5,17.5,28,19.5,18.5,26.5,16,18,,28,22,21,23,24.5,18.5,14,22,,17.5,25.5,24,,,27,24,22.5,25,,19,22
,,20,,,16,,,21.5,,22.5,19.5,27,27,14,21.5,25.5,18,23,25.5,17.5,23,24,18,22.5,20,20,20,24.5,16,26.5,24,18.5,25.5,,25,26,22.5,22.5,26.5,21,12.5,,21.5,17,17.5,17,26,,,20,25,18.5,23,15,22.5,22,23,26,,18.5,17.5,27,19,15.5,26.5,13,16,,25.5,22,26,23,28.5,18.5,14,23,,19,25.5,24,,,26,18.5,24,,,18,22
,,16,,,16,,,22.5,,21.5,19.5,26,24.5,14,21.5,25.5,18,22,26.5,20,24.5,22,18,21.5,18.5,20,23,24.5,15,25.5,25.5,18.5,25.5,,23,25.5,25.5,24,26.5,20,12.5,,22.5,17,17.5,17,26,,,20,26,19,23,16,22.5,22,25,26.5,,18.5,17.5,25,19,17.5,26.5,13,21,,29.5,19,26,23,28.5,18.5,14,25,,17.5,25.5,24,,,29,18,18,,,19,22
,,21,,,16,,,23,,21.5,21.5,26,24.5,14,21.5,21.5,17,22,22.5,21.5,23,21,18,22.5,19,20,23,24.5,16,24.5,28.5,18.5,25.5,,25,24.5,25.5,25,26.5,21,12.5,,23,17,21.5,18.5,27,,,20,27,20,24.5,17,26.5,24,25,26,,18.5,17.5,25,21,18.5,25,13,23,,29.5,20,26,23,27,18.5,14,22,,20,25.5,21,,,29,17,12.5,,,19,22
,,21,,,16,,,23,,21.5,22.5,26,25.5,14,20,23,17,22,24,23,23,24,18,22.5,20,20,23,23,18,26.5,25.5,18.5,25,,23,24.5,24.5,25,26.5,20,14,,22.5,17,17.5,17,28.5,,,20,29,25.5,23,16,22.5,22,25,26.5,,18.5,17.5,23,21,18.5,26.5,16,23,,29.5,22,26,24,26,18.5,14,23,,17.5,26.5,24,,,27,18,18,,,18.5,22
,,21,,,16,,,22.5,,22.5,21.5,26,25.5,14,21.5,21.5,17,23,22.5,24.5,23,26,18,22.5,20,21.5,23,23,18,26.5,25,18.5,25,,25,28.5,24,25,26.5,19,14,,21.5,17,17.5,18.5,28.5,,,20,29,19,28.5,17,22.5,21,25,26,,18.5,17.5,28,19.5,18.5,26.5,13,22,,29.5,23,25,24,,18.5,14,25,,17.5,28.5,24,,,27,19,18,,,22,22
,,21,,,16,,,21.5,,21.5,19.5,26,25.5,14,21.5,23,18,22,22.5,23,23,25,17,22.5,20,23,23,23,18,26.5,25,17.5,25.5,,22,28.5,25.5,25,28.5,18,14,,23,17,16,,29,,,20,30,19,27,18,22.5,19.5,26,25,,18.5,17.5,27,19,19.5,25,12,23,,29.5,24.5,24,24,,18.5,14,29,,17.5,29.5,23,,,29,18,12.5,,,21,22
,,21,,,16,,,22.5,,22.5,21.5,25.5,25.5,14,21.5,25.5,19,21,24,16,24.5,24,17,24,20,24.5,23,23,22,25.5,26.5,17.5,26.5,,22,28.5,26.5,24,29.5,18,14,,22.5,17,21.5,,30,,,20,27,19,26,19,22.5,18,27,26,,18.5,17.5,25,19,20,26,13,22,,25.5,24.5,24,24,,18.5,14,27,,17.5,28.5,23,,,28,19,17,,,20,22
,,,,,16,,,21.5,,21.5,19.5,25.5,25.5,14,20,23,18,19,24.5,17.5,22.5,22,17,24,20,25.5,23,22,20,24.5,25.5,20,28,,24,27,25.5,24,25.5,19,14,,21.5,17,21.5,,30,,,20,26,19,21.5,15,24,19.5,25,26.5,,18.5,17.5,25,21,19.5,26.5,17.5,24.5,,26.5,24.5,24,24,,18.5,14,27,,19,28,23,,,27,18,17,,,20,22
,,,,,16,,,20,,21.5,19.5,25.5,24.5,14,20,23,17,21,25.5,18.5,23,29,14,24,18.5,25.5,23,22,23,25.5,27,18.5,25,,26,14,24.5,22.5,24.5,19,14,,22.5,17,20,,29.5,,,20,20,19,23,15,25,22,25,28,,18.5,17.5,23,21,18.5,26.5,17.5,24.5,,25.5,24.5,25,23,,18.5,14,27,,17.5,28,23,,,26,19,18,,,22,22
